d_Fecha;c_Tipo;c_CodArt;c_Descri;n_Cantidad;n_Costo;c_Deposito
15/12/2025;S;P-006;PRODUCTO ESTACIONAL DETENIDO;3;140,00;PRINCIPAL
16/12/2025;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
16/12/2025;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
16/12/2025;S;P-004;PRODUCTO POR AGOTARSE;6;105,00;PRINCIPAL
16/12/2025;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
17/12/2025;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
17/12/2025;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
17/12/2025;S;P-004;PRODUCTO POR AGOTARSE;7;105,00;PRINCIPAL
17/12/2025;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
18/12/2025;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
18/12/2025;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
18/12/2025;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
18/12/2025;S;P-006;PRODUCTO ESTACIONAL DETENIDO;5;140,00;PRINCIPAL
19/12/2025;S;P-001;PRODUCTO RENTABLE;8;95,00;PRINCIPAL
19/12/2025;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
19/12/2025;S;P-004;PRODUCTO POR AGOTARSE;10;105,00;PRINCIPAL
19/12/2025;S;P-006;PRODUCTO ESTACIONAL DETENIDO;6;140,00;PRINCIPAL
20/12/2025;S;P-001;PRODUCTO RENTABLE;10;95,00;PRINCIPAL
20/12/2025;S;P-003;PRODUCTO CON MARGEN BAJO;5;100,00;PRINCIPAL
20/12/2025;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
20/12/2025;S;P-006;PRODUCTO ESTACIONAL DETENIDO;2;140,00;PRINCIPAL
21/12/2025;S;P-001;PRODUCTO RENTABLE;2;95,00;PRINCIPAL
21/12/2025;S;P-003;PRODUCTO CON MARGEN BAJO;4;100,00;PRINCIPAL
21/12/2025;S;P-004;PRODUCTO POR AGOTARSE;6;105,00;PRINCIPAL
21/12/2025;S;P-006;PRODUCTO ESTACIONAL DETENIDO;1;140,00;PRINCIPAL
22/12/2025;S;P-001;PRODUCTO RENTABLE;4;95,00;PRINCIPAL
22/12/2025;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
22/12/2025;S;P-004;PRODUCTO POR AGOTARSE;5;105,00;PRINCIPAL
22/12/2025;S;P-006;PRODUCTO ESTACIONAL DETENIDO;3;140,00;PRINCIPAL
22/12/2025;E;P-006;PRODUCTO ESTACIONAL DETENIDO;50;140,00;PRINCIPAL
23/12/2025;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
23/12/2025;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
23/12/2025;S;P-004;PRODUCTO POR AGOTARSE;6;105,00;PRINCIPAL
23/12/2025;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
24/12/2025;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
24/12/2025;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
24/12/2025;S;P-004;PRODUCTO POR AGOTARSE;7;105,00;PRINCIPAL
24/12/2025;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
25/12/2025;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
25/12/2025;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
25/12/2025;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
25/12/2025;S;P-006;PRODUCTO ESTACIONAL DETENIDO;5;140,00;PRINCIPAL
26/12/2025;S;P-001;PRODUCTO RENTABLE;8;95,00;PRINCIPAL
26/12/2025;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
26/12/2025;S;P-004;PRODUCTO POR AGOTARSE;10;105,00;PRINCIPAL
26/12/2025;S;P-006;PRODUCTO ESTACIONAL DETENIDO;6;140,00;PRINCIPAL
27/12/2025;S;P-001;PRODUCTO RENTABLE;3;95,00;PRINCIPAL
27/12/2025;S;P-002;PRODUCTO SOBREABASTECIDO;1;170,00;PRINCIPAL
27/12/2025;S;P-003;PRODUCTO CON MARGEN BAJO;5;100,00;PRINCIPAL
27/12/2025;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
27/12/2025;S;P-006;PRODUCTO ESTACIONAL DETENIDO;2;140,00;PRINCIPAL
28/12/2025;S;P-001;PRODUCTO RENTABLE;2;95,00;PRINCIPAL
28/12/2025;S;P-003;PRODUCTO CON MARGEN BAJO;4;100,00;PRINCIPAL
28/12/2025;S;P-004;PRODUCTO POR AGOTARSE;6;105,00;PRINCIPAL
28/12/2025;S;P-006;PRODUCTO ESTACIONAL DETENIDO;1;140,00;PRINCIPAL
29/12/2025;S;P-001;PRODUCTO RENTABLE;4;95,00;PRINCIPAL
29/12/2025;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
29/12/2025;S;P-004;PRODUCTO POR AGOTARSE;5;105,00;PRINCIPAL
29/12/2025;S;P-006;PRODUCTO ESTACIONAL DETENIDO;3;140,00;PRINCIPAL
30/12/2025;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
30/12/2025;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
30/12/2025;S;P-004;PRODUCTO POR AGOTARSE;6;105,00;PRINCIPAL
30/12/2025;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
31/12/2025;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
31/12/2025;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
31/12/2025;S;P-004;PRODUCTO POR AGOTARSE;7;105,00;PRINCIPAL
31/12/2025;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
01/01/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
01/01/2026;S;P-002;PRODUCTO SOBREABASTECIDO;2;170,00;PRINCIPAL
01/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
01/01/2026;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
01/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;5;140,00;PRINCIPAL
02/01/2026;S;P-001;PRODUCTO RENTABLE;8;95,00;PRINCIPAL
02/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
02/01/2026;S;P-004;PRODUCTO POR AGOTARSE;10;105,00;PRINCIPAL
02/01/2026;E;P-004;PRODUCTO POR AGOTARSE;50;105,00;PRINCIPAL
02/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;6;140,00;PRINCIPAL
03/01/2026;S;P-001;PRODUCTO RENTABLE;3;95,00;PRINCIPAL
03/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;5;100,00;PRINCIPAL
03/01/2026;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
03/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;2;140,00;PRINCIPAL
04/01/2026;S;P-001;PRODUCTO RENTABLE;2;95,00;PRINCIPAL
04/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;4;100,00;PRINCIPAL
04/01/2026;S;P-004;PRODUCTO POR AGOTARSE;6;105,00;PRINCIPAL
04/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;1;140,00;PRINCIPAL
05/01/2026;S;P-001;PRODUCTO RENTABLE;11;95,00;PRINCIPAL
05/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
05/01/2026;S;P-004;PRODUCTO POR AGOTARSE;6;105,00;PRINCIPAL
05/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;3;140,00;PRINCIPAL
06/01/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
06/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
06/01/2026;S;P-004;PRODUCTO POR AGOTARSE;7;105,00;PRINCIPAL
06/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
07/01/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
07/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
07/01/2026;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
07/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
08/01/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
08/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
08/01/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
08/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;5;140,00;PRINCIPAL
09/01/2026;S;P-001;PRODUCTO RENTABLE;8;95,00;PRINCIPAL
09/01/2026;S;P-002;PRODUCTO SOBREABASTECIDO;1;170,00;PRINCIPAL
09/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
09/01/2026;S;P-004;PRODUCTO POR AGOTARSE;11;105,00;PRINCIPAL
09/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;6;140,00;PRINCIPAL
10/01/2026;S;P-001;PRODUCTO RENTABLE;3;95,00;PRINCIPAL
10/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
10/01/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
10/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;2;140,00;PRINCIPAL
11/01/2026;S;P-001;PRODUCTO RENTABLE;2;95,00;PRINCIPAL
11/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;4;100,00;PRINCIPAL
11/01/2026;S;P-004;PRODUCTO POR AGOTARSE;7;105,00;PRINCIPAL
11/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;1;140,00;PRINCIPAL
12/01/2026;S;P-001;PRODUCTO RENTABLE;4;95,00;PRINCIPAL
12/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
12/01/2026;S;P-004;PRODUCTO POR AGOTARSE;16;105,00;PRINCIPAL
12/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;3;140,00;PRINCIPAL
13/01/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
13/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
13/01/2026;S;P-004;PRODUCTO POR AGOTARSE;17;105,00;PRINCIPAL
13/01/2026;E;P-004;PRODUCTO POR AGOTARSE;50;105,00;PRINCIPAL
13/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
14/01/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
14/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
14/01/2026;S;P-004;PRODUCTO POR AGOTARSE;18;105,00;PRINCIPAL
14/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
15/01/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
15/01/2026;S;P-002;PRODUCTO SOBREABASTECIDO;2;170,00;PRINCIPAL
15/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
15/01/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
15/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;5;140,00;PRINCIPAL
16/01/2026;S;P-001;PRODUCTO RENTABLE;8;95,00;PRINCIPAL
16/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
16/01/2026;S;P-004;PRODUCTO POR AGOTARSE;11;105,00;PRINCIPAL
16/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;6;140,00;PRINCIPAL
17/01/2026;S;P-001;PRODUCTO RENTABLE;3;95,00;PRINCIPAL
17/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;5;100,00;PRINCIPAL
17/01/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
17/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;2;140,00;PRINCIPAL
18/01/2026;S;P-001;PRODUCTO RENTABLE;2;95,00;PRINCIPAL
18/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;4;100,00;PRINCIPAL
18/01/2026;S;P-004;PRODUCTO POR AGOTARSE;7;105,00;PRINCIPAL
18/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;1;140,00;PRINCIPAL
19/01/2026;S;P-001;PRODUCTO RENTABLE;4;95,00;PRINCIPAL
19/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
19/01/2026;S;P-004;PRODUCTO POR AGOTARSE;6;105,00;PRINCIPAL
19/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;3;140,00;PRINCIPAL
20/01/2026;S;P-001;PRODUCTO RENTABLE;12;95,00;PRINCIPAL
20/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
20/01/2026;S;P-004;PRODUCTO POR AGOTARSE;7;105,00;PRINCIPAL
20/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
21/01/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
21/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
21/01/2026;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
21/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
22/01/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
22/01/2026;S;P-002;PRODUCTO SOBREABASTECIDO;1;170,00;PRINCIPAL
22/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
22/01/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
22/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;5;140,00;PRINCIPAL
23/01/2026;S;P-001;PRODUCTO RENTABLE;8;95,00;PRINCIPAL
23/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
23/01/2026;S;P-004;PRODUCTO POR AGOTARSE;11;105,00;PRINCIPAL
23/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;6;140,00;PRINCIPAL
24/01/2026;S;P-001;PRODUCTO RENTABLE;3;95,00;PRINCIPAL
24/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;5;100,00;PRINCIPAL
24/01/2026;E;P-003;PRODUCTO CON MARGEN BAJO;50;100,00;PRINCIPAL
24/01/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
24/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;2;140,00;PRINCIPAL
25/01/2026;S;P-001;PRODUCTO RENTABLE;2;95,00;PRINCIPAL
25/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;6;100,00;PRINCIPAL
25/01/2026;S;P-004;PRODUCTO POR AGOTARSE;7;105,00;PRINCIPAL
25/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;1;140,00;PRINCIPAL
26/01/2026;S;P-001;PRODUCTO RENTABLE;4;95,00;PRINCIPAL
26/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
26/01/2026;S;P-004;PRODUCTO POR AGOTARSE;6;105,00;PRINCIPAL
26/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;3;140,00;PRINCIPAL
27/01/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
27/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
27/01/2026;S;P-004;PRODUCTO POR AGOTARSE;7;105,00;PRINCIPAL
27/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
28/01/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
28/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
28/01/2026;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
28/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
29/01/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
29/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
29/01/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
29/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;5;140,00;PRINCIPAL
30/01/2026;S;P-001;PRODUCTO RENTABLE;8;95,00;PRINCIPAL
30/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
30/01/2026;S;P-004;PRODUCTO POR AGOTARSE;11;105,00;PRINCIPAL
30/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;6;140,00;PRINCIPAL
31/01/2026;S;P-001;PRODUCTO RENTABLE;3;95,00;PRINCIPAL
31/01/2026;S;P-003;PRODUCTO CON MARGEN BAJO;5;100,00;PRINCIPAL
31/01/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
31/01/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;2;140,00;PRINCIPAL
01/02/2026;S;P-001;PRODUCTO RENTABLE;2;95,00;PRINCIPAL
01/02/2026;S;P-002;PRODUCTO SOBREABASTECIDO;2;170,00;PRINCIPAL
01/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;4;100,00;PRINCIPAL
01/02/2026;S;P-004;PRODUCTO POR AGOTARSE;7;105,00;PRINCIPAL
01/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;1;140,00;PRINCIPAL
02/02/2026;S;P-001;PRODUCTO RENTABLE;4;95,00;PRINCIPAL
02/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
02/02/2026;S;P-004;PRODUCTO POR AGOTARSE;6;105,00;PRINCIPAL
02/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;3;140,00;PRINCIPAL
03/02/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
03/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
03/02/2026;S;P-004;PRODUCTO POR AGOTARSE;7;105,00;PRINCIPAL
03/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
04/02/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
04/02/2026;S;P-002;PRODUCTO SOBREABASTECIDO;1;170,00;PRINCIPAL
04/02/2026;E;P-002;PRODUCTO SOBREABASTECIDO;50;170,00;PRINCIPAL
04/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
04/02/2026;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
04/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
05/02/2026;S;P-001;PRODUCTO RENTABLE;13;95,00;PRINCIPAL
05/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
05/02/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
05/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;5;140,00;PRINCIPAL
06/02/2026;S;P-001;PRODUCTO RENTABLE;8;95,00;PRINCIPAL
06/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
06/02/2026;S;P-004;PRODUCTO POR AGOTARSE;11;105,00;PRINCIPAL
06/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;6;140,00;PRINCIPAL
07/02/2026;S;P-001;PRODUCTO RENTABLE;3;95,00;PRINCIPAL
07/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;5;100,00;PRINCIPAL
07/02/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
07/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;2;140,00;PRINCIPAL
08/02/2026;S;P-001;PRODUCTO RENTABLE;2;95,00;PRINCIPAL
08/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;4;100,00;PRINCIPAL
08/02/2026;S;P-004;PRODUCTO POR AGOTARSE;7;105,00;PRINCIPAL
08/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;1;140,00;PRINCIPAL
09/02/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
09/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
09/02/2026;S;P-004;PRODUCTO POR AGOTARSE;7;105,00;PRINCIPAL
09/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;3;140,00;PRINCIPAL
10/02/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
